"rowkey","occurrenceID","eventID","catalogNumber","collectionCode","dcterms:type","dcterms:license processed","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","dcterms:references","taxonID","scientificName processed","scientificNameAuthorship","nomenclaturalStatus","taxonRemarks","identificationRemarks","identifiedBy processed","identificationVerificationStatus","identificationVerificationStatus processed","kingdom","phylum processed","class processed","order processed","family processed","genus processed","specificEpithet","infraspecificEpithet","eventDate processed","eventTime","verbatimEventDate","day processed","month processed","year processed","eventDateEnd processed","endDay processed","endMonth processed","endYear processed","locationID","higherGeographyID","higherGeography","islandGroup","island","countryCode","county","gridreference","verbatimLocality","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","georeferenceVerificationStatus processed","georeferenceRemarks","geologicalContextID","basisOfRecord processed","occurrenceStatus processed","occurrenceRemarks","vitality","dynamicProperties","recordNumber","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","behavior","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","samplingEffort","sampleSizeUnit","measurementDeterminedDate","relationshipAccordingTo","resourceRelationshipID","measurementRemarks","measurementValue","relationshipRemarks","resourceID","relationshipEstablishedDate","relationshipOfResource","measurementMethod","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","collectionID","datasetID","institutionCode","fieldNotes","eventRemarks","datasetName","ownerInstitutionCode","otherCatalogNumbers","materialSampleID","decimalLatitude processed","decimalLongitude processed","Coordinate uncertainty - processed"
"00338bc2-d1fc-4de1-a610-ee9ff0f0bd3c","113518669",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2019-08-31",,,"31","08","2019",,,,,,,,,,,,"NY3954",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.881576","-2.944516","707.1"
"00eb69fc-f25a-4a4c-add3-2371706fd5de","51679893",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2010-07-02",,,"02","07","2010",,,,,,,,,,,,"SD27",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.165299","-3.150215","7071.1"
"0185cba2-5dae-4e42-a94d-d1c1ea1e63b0","110473780",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2018-04-12",,,"12","04","2018",,,,,,,,,,,,"SD39",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.346383","-3.001427","7071.1"
"03f12803-bf0a-4e8f-b296-97c38485d628","16303060",,,,,"OGL","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2017-06-19",,,"19","06","2017",,,,,,,,,,,,"SD28",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"54.255154","-3.152715","7071.1"
"05df902e-2db0-49b2-a9df-f487d776c5af","110157347",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2016-06-05",,,"05","06","2016",,,,,,,,,,,,"NY82",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.619921","-2.233809","7071.1"
"06556028-470a-4b89-b4f4-f85651e06ddf","77002252",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2012-01-01",,,"01","01","2012",,,,,,,,,,,,"SD37",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.166665","-2.99708","7071.1"
"077f7aaa-6f02-474b-bb5c-c068b21507bc","85212330",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2013-04-26",,,"26","04","2013",,,,,,,,,,,,"SD28",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.255154","-3.152715","7071.1"
"082fa8fa-aaa5-4375-8a07-5383d5514894","81909988",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2014-05-19",,,"19","05","2014",,,,,,,,,,,,"NY55",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.887707","-2.703026","7071.1"
"09730a04-e44a-4846-9cac-350645ad7a92","112573258",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2017-06-19",,,"19","06","2017",,,,,,,,,,,,"SD39",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.346383","-3.001427","7071.1"
"0a9da0c0-17d4-459e-8a6f-d42c59140194","58337526",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2010-12-01",,,"01","12","2010",,,,,,,,,,,,"SD27",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.165299","-3.150215","7071.1"
"0ae28252-bc95-4575-b8b9-5cc76e8c19a4","74498518",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2015-04-09",,,"09","04","2015",,,,,,,,,,,,"SD39",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.346383","-3.001427","7071.1"
"0b21528f-71fe-4c4d-b190-827a09b46a94","56988244",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2010-11-28",,,"28","11","2010",,,,,,,,,,,,"SD38",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.256525","-2.999248","7071.1"
"0bdc5b17-7499-4c80-9e15-8c8dddf03012","80808788",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2012-01-15",,,"15","01","2012",,,,,,,,,,,,"SD37",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.166665","-2.99708","7071.1"
"0c389baf-50a5-4d5e-8624-593dd8a4e65c","SR00013600041ITH",,,,,"CC-BY-NC",,,,,,"Milvus milvus",,,,,,,"Unconfirmed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2015-05-17",,,"17","05","2015","2015-05-17","17","05","2015",,,,,,,,"NY83",,,,,,,,,"HumanObservation","present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.709787","-2.234326","7071.1"
"0c8dd239-d439-478b-9ddf-733075ffd2fb","114988146",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2018-03-28",,,"28","03","2018",,,,,,,,,,,,"NY40",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.437422","-2.849468","7071.1"
"0cea87e3-cbb7-4cf0-a49b-a774a0f785ef","81008251",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2011-11-01",,,"01","11","2011",,,,,,,,,,,,"SD38",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.256525","-2.999248","7071.1"
"11bb2e77-f910-4b77-811f-ff034120bb0e","81909994",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2014-11-07",,,"07","11","2014",,,,,,,,,,,,"SD38",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.256525","-2.999248","7071.1"
"126d5f09-8910-4ffd-a8e8-e78e49f88b67","101339393",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2018-04-24",,,"24","04","2018",,,,,,,,,,,,"SD48",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.257699","-2.845768","7071.1"
"130ba53f-cd27-4cf1-b72d-c99660dd54d7","85413509",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2015-07-16",,,"16","07","2015",,,,,,,,,,,,"SD39",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.346383","-3.001427","7071.1"
"139dbe41-17ae-4de9-b2f9-0fbbef8b4732","103019274",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2016-06-15",,,"15","06","2016",,,,,,,,,,,,"SD49",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.347561","-2.847613","7071.1"
"14d2adeb-0ee7-43c0-84a4-c19d3242b79c","8168874",,,,,"OGL","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2018-09-15",,,"15","09","2018",,,,,,,,,,,,"NY70",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"54.43979","-2.386963","7071.1"
"15f763e1-81d1-4420-aa7c-01ac4c177421","80808787",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2013-04-16",,,"16","04","2013",,,,,,,,,,,,"SD28",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.255154","-3.152715","7071.1"
"1973ef2c-9433-4f0b-91e9-ae55d35d48fd","103124038",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2019-01-08",,,"08","01","2019",,,,,,,,,,,,"SD38",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.256525","-2.999248","7071.1"
"1a80c0b8-9fb4-4ce4-b114-7f3459451d23","85413508",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2013-03-05",,,"05","03","2013",,,,,,,,,,,,"SD27",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.165299","-3.150215","7071.1"
"1a93dc8c-f1dc-4b53-885f-73b3f70cee39","86215149",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2015-03-26",,,"26","03","2015",,,,,,,,,,,,"NY14",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.792659","-3.323494","7071.1"
"1bad016d-a019-44d7-9347-dbfe3f9ea3fc","57278781",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2010-11-27",,,"27","11","2010",,,,,,,,,,,,"SD27",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.165299","-3.150215","7071.1"
"1bea951c-efd6-402b-bc4e-9c3da64ff021","122550593",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2018-08-02",,,"02","08","2018",,,,,,,,,,,,"NY43",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.706996","-2.855094","7071.1"
"1ca1930f-44eb-4186-a488-11b8a8a3788a","6139443",,,,,"OGL","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2010-08-03",,,"03","08","2010",,,,,,,,,,,,"SD39",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"54.346383","-3.001427","7071.1"
"1cd7851c-76ac-40e1-93dc-abd8ddf03075","95834809",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2014-01-27",,,"27","01","2014",,,,,,,,,,,,"SD28",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.255154","-3.152715","7071.1"
"1e64ba26-7ed0-4588-9f53-7ba28c292603","71279278",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2008-10-21",,,"21","10","2008",,,,,,,,,,,,"NY65",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.88851","-2.547147","7071.1"
"1f073d01-0e84-43d9-bc39-0215617798f5","107534581",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2017-09-12",,,"12","09","2017",,,,,,,,,,,,"NY65",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.88851","-2.547147","7071.1"
"1fed6517-ad93-4aee-a004-94f651e73f31","91125442",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2013-09-18",,,"18","09","2013",,,,,,,,,,,,"NY80",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.440185","-2.232783","7071.1"
"2391df3b-2bae-455a-9079-4f62cfc5603a","73599453",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2010-11-23",,,"23","11","2010",,,,,,,,,,,,"SD28",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.255154","-3.152715","7071.1"
"24dd292d-d194-4c57-9eec-d97c4d05eadb","107115375",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2016-05-10",,,"10","05","2016",,,,,,,,,,,,"SD39",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.346383","-3.001427","7071.1"
"25b3665a-9aa1-4d8b-b1fc-e7a469adf1e4","82609742",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2013-07-10",,,"10","07","2013",,,,,,,,,,,,"SD89",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.350316","-2.232274","7071.1"
"265c0656-7636-40be-9298-aca79d51355a","98642707",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2011-12-29",,,"29","12","2011",,,,,,,,,,,,"SD37",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.166665","-2.99708","7071.1"
"26db992f-68b2-4593-9dff-ac05b279366b","87016389",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2013-05-02",,,"02","05","2013",,,,,,,,,,,,"SD28",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.255154","-3.152715","7071.1"
"2862b1c8-d967-425b-b0b4-5d9383600e5d","82509849",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2014-05-23",,,"23","05","2014",,,,,,,,,,,,"SD28",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.255154","-3.152715","7071.1"
"295a59c0-39d1-4e3a-91e2-1a3aa14314c0","80408730",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2012-01-22",,,"22","01","2012",,,,,,,,,,,,"SD37",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.166665","-2.99708","7071.1"
"2a12ae78-9ea1-491d-b4b2-95560b3a832c","83312241",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2013-04-03",,,"03","04","2013",,,,,,,,,,,,"NY30",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.43624","-3.003618","7071.1"
"2a4745ff-254a-4c7a-8970-70aefa6adf24","59688969",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2010-08-21",,,"21","08","2010",,,,,,,,,,,,"NY30",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.43624","-3.003618","7071.1"
"2a730348-49e5-4f25-9cfe-54669a854ebb","94933434",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2011-01-01",,,"01","01","2011",,,,,,,,,,,,"NY70",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.43979","-2.386963","7071.1"
"2abb8e7b-aaa7-42cd-b305-aa7fb6a2f829","117298335",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2016-08-06",,,"06","08","2016",,,,,,,,,,,,"SD49",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.347561","-2.847613","7071.1"
"2c310ce4-916e-42ac-bc84-db41c681c6ab","100919389",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2018-02-02",,,"02","02","2018",,,,,,,,,,,,"NY82",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.619921","-2.233809","7071.1"
"2d75d089-703a-4ab4-9d55-a80c8ed9cbff","46622003",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2005-05-28",,,"28","05","2005",,,,,,,,,,,,"NY53",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.707992","-2.699913","7071.1"
"2d9b9fcd-1403-4048-9bcb-5be673b1825f","125073358",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2016-05-08",,,"08","05","2016",,,,,,,,,,,,"NY73",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.709387","-2.389527","7071.1"
"3007a123-7f82-4a41-a891-bf64c63991e1","114463257",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2018-08-04",,,"04","08","2018",,,,,,,,,,,,"NY55",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.887707","-2.703026","7071.1"
"3223531a-1d30-458b-bacf-d93a2216f77f","97237936",,,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530482","Milvus milvus",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Milvus",,,"2013-05-15",,,"15","05","2013",,,,,,,,,,,,"SD39",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.346383","-3.001427","7071.1"
